tconst,year,budget
tt1161418,2009,10000000
tt1161864,2011,37000000
tt1172233,2009,15000000
tt1172991,2010,15000000
tt1174730,2009,6000000
tt1174732,2009,7500000
tt1175491,2008,25100000
tt1175506,2008,25000000
tt1176740,2009,17000000
tt1179034,2010,52000000
tt1179056,2010,35000000
tt1179258,2009,23000000
tt1179891,2009,15000000
tt1179904,2007,15000
tt1182350,2010,22000000
tt1183672,2009,9000000
tt1185344,2009,9000000
tt1186367,2009,40000000
tt1186830,2009,70000000
tt1188729,2009,33000000
tt1189340,2011,40000000
tt1190080,2009,200000000
tt1190617,2008,20000000
tt1191111,2009,16000000
tt1192628,2011,135000000
tt1193138,2009,25000000
tt1193631,2010,30000000
tt1194173,2012,125000000
tt1194263,2009,7000000
tt1194417,2010,12500000
tt1195478,2012,30000000
tt1196141,2010,15000000
tt1197624,2009,50000000
tt1197628,2009,18000000
tt1198138,2009,20000000
tt1201167,2009,75000000
tt1204342,2011,45000000
tt1204975,2013,28000000
tt1204977,2014,5000000
tt1205489,2008,33000000
tt1205537,2014,60000000
tt1206543,2013,22000000
tt1206885,2019,50000000
tt1210039,2010,10000000
tt1210042,2009,17000000
tt1210071,2009,10000000
tt1210166,2011,50000000
tt1210819,2013,215000000
tt1211837,2016,165000000
tt1211890,2012,200000
tt1212419,2010,50000000
tt1212436,2010,35000000
tt1213641,2018,59000000
tt1213644,2008,20000000
tt1213663,2013,20000000
tt1216475,2011,200000000
tt1216492,2010,19000000
tt1217209,2012,185000000
tt1217613,2011,70000000
tt1219289,2011,27000000
tt1219342,2010,80000000
tt1219827,2017,110000000
tt1220634,2010,60000000
tt1222817,2011,80000000
tt1225822,2009,8000000
tt1226229,2010,40000000
tt1226232,2009,6000000
tt1226273,2010,80000000
tt1226753,2010,20000000
tt1228705,2010,200000000
tt1228987,2010,20000000
tt1229238,2011,145000000
tt1229340,2013,50000000
tt1230215,2012,20000000
tt1230414,2009,85000000
tt1231580,2009,75000000
tt1231583,2010,65000000
tt1231587,2010,36000000
tt1232200,2012,70000000
tt1232207,2009,20000000
tt1232776,2009,3000000
tt1232783,2009,12500000
tt1232829,2012,42000000
tt1233192,2010,12000000
tt1233227,2009,11000000
tt1234548,2009,25000000
tt1234719,2012,65000000
tt1234721,2014,100000000
tt1235166,2009,13000000
tt1235168,2009,20000
tt1235170,2011,1000000
tt1235189,2010,8000000
tt1235522,2013,35000000
tt1235796,2009,12000000
tt1240982,2011,49900000
tt1242432,2010,2000000
tt1243957,2010,100000000
tt1243974,2015,37000000
tt1244659,2010,31000000
tt1244754,2010,12500000
tt1245492,2013,32000000
tt1245526,2010,58000000
tt1247644,2009,15000
tt1247662,2009,10000000
tt1250777,2010,30000000
tt1251743,2011,5500000
tt1251757,2009,20000000
tt1253863,2014,110000000
tt1253864,2011,75000000
tt1255919,2018,42000000
tt1255953,2010,6800000
tt1258972,2012,15000000
tt1259571,2009,50000000
tt1261945,2010,100000000
tt1262416,2011,40000000
tt1263670,2009,7000000
tt1265990,2011,16000000
tt1267297,2014,100000000
tt1268799,2011,19000000
tt1270262,2011,19100000
tt1270286,2009,500000
tt1270761,2010,25000000
tt1270797,2018,100000000
tt1270798,2011,160000000
tt1272878,2013,61000000
tt1273678,2010,28000000
tt1274300,2010,20000000
tt1276104,2012,30000000
tt1277953,2012,145000000
tt1279935,2010,55000000
tt1282140,2010,8000000
tt1284575,2011,20000000
tt1285016,2010,40000000
tt1285309,2009,10000000
tt1287468,2010,85000000
tt1288558,2013,17000000
tt1289401,2016,144000000
tt1289406,2009,7300000
tt1289419,2010,1600000
tt1291150,2014,125000000
tt1291584,2011,25000000
tt1292566,2016,38000000
tt1293847,2017,85000000
tt1294161,2009,40000
tt1294213,2009,15000000
tt1294226,2010,20000000
tt1296898,2010,5000000
tt1298644,2019,21000000
tt1298649,2012,68000000
tt1298650,2011,250000000
tt1300851,2009,8000000
tt1300854,2013,200000000
tt1301990,2010,3000000
tt1302011,2011,150000000
tt1302067,2010,80000000
tt1303828,2009,3500000
tt1305591,2011,150000000
tt1306980,2011,8000000
tt1307068,2012,10000000
tt1308728,2018,40000000
tt1311067,2009,15000000
tt1314228,2009,58000000
tt1315981,2009,7000000
tt1316616,2011,36000000
tt1318514,2011,93000000
tt1320244,2010,1800000
tt1320253,2010,80000000
tt1320261,2010,112000000
tt1321509,2010,21000000
tt1321511,2013,30000000
tt1321860,2011,21000000
tt1321870,2013,60000000
tt1322312,2010,32000000
tt1323594,2010,69000000
tt1324999,2011,110000000
tt1325004,2010,68000000
tt1327773,2013,30000000
tt1333125,2013,6000000
tt1334260,2010,15000000
tt1334512,2011,40000000
tt1335975,2013,175000000
tt1336608,2012,75000000
tt1336617,2010,7000000
tt1340107,2010,5500000
tt1340138,2015,155000000
tt1341188,2010,120000000
tt1343092,2013,105000000
tt1343727,2012,50000000
tt1345836,2012,250000000
tt1346961,2009,3000000
tt1351685,2013,195000000
tt1352824,2009,14000000
tt1355630,2014,11000000
tt1355644,2016,110000000
tt1355683,2015,53000000
tt1365048,2011,3500000
tt1365519,2018,94000000
tt1366344,2011,25000000
tt1371150,2014,19800000
tt1374989,2016,28000000
tt1375666,2010,160000000
tt1375670,2010,80000000
tt1379222,2009,4300000
tt1385826,2011,50200000
tt1385867,2010,30000000
tt1386588,2010,100000000
tt1386697,2016,175000000
tt1386703,2012,125000000
tt1389072,2017,68000000
tt1389139,2016,10000000
tt1390411,2015,100000000
tt1391137,2010,20000000
tt1392170,2012,78000000
tt1392190,2015,150000000
tt1392197,2010,50000000
tt1392214,2013,46000000
tt1396218,2011,55000000
tt1396484,2017,35000000
tt1397280,2012,45000000
tt1397514,2012,79000000
tt1398426,2015,28000000
tt1399103,2011,195000000
tt1399683,2010,2000000
tt1401152,2011,30000000
tt1403177,2010,7000000
tt1403865,2010,38000000
tt1403981,2010,16000000
tt1405500,2010,21000000
tt1407084,2010,5000000
tt1408101,2013,190000000
tt1408253,2014,25000000
tt1409024,2012,225000000
tt1411238,2011,25000000
tt1411250,2013,38000000
tt1411664,2011,10000000
tt1411697,2011,80000000
tt1411704,2011,63000000
tt1412386,2011,10000000
tt1413495,2013,35000000
tt1414382,2010,20000000
tt1415283,2010,35000000
tt1418377,2014,65000000
tt1421051,2010,7000000
tt1423894,2010,30000000
tt1423995,2010,22000000
tt1424381,2010,40000000
tt1425922,2013,17500000
tt1428538,2013,50000000
tt1430132,2013,120000000
tt1430612,2014,28000000
tt1430615,2012,40000000
tt1430626,2012,55000000
tt1431045,2016,58000000
tt1431181,2010,8000000
tt1433108,2010,24000000
tt1433822,2012,17000000
tt1436562,2011,90000000
tt1438176,2011,30000000
tt1438254,2010,44000000
tt1440129,2012,209000000
tt1440728,2010,20000000
tt1441395,2013,13300000
tt1446192,2012,145000000
tt1446714,2012,130000000
tt1448755,2011,70000000
tt1449283,2011,30000000
tt1454029,2011,25000000
tt1454468,2013,100000000
tt1457767,2013,20000000
tt1458169,2017,21000000
tt1458175,2010,30000000
tt1462041,2011,50000000
tt1462054,2010,3000000
tt1464174,2011,32000000
tt1464540,2011,60000000
tt1469304,2017,69000000
tt1470020,2010,2300000
tt1470023,2010,10000000
tt1470827,2010,500000
tt1473832,2016,35000000
tt1477076,2010,20000000
tt1478338,2011,32500000
tt1478839,2019,18000000
tt1478964,2011,13000000
tt1482459,2012,70000000
tt1483013,2013,120000000
tt1485796,2017,84000000
tt1486185,2011,42000000
tt1486192,2012,26000000
tt1486193,2011,12000000
tt1488555,2011,52000000
tt1489167,2009,30000
tt1489887,2019,6000000
tt1489889,2016,50000000
tt1490017,2014,60000000
tt1496025,2012,70000000
tt1498569,2011,8000000
tt1499658,2011,35000000
tt1502397,2020,90000000
tt1502407,2018,10000000
tt1502712,2015,120000000
tt1504320,2010,15000000
tt1506999,2011,23000000
tt1509767,2011,75000000
tt1512235,2010,2500000
tt1517260,2013,40000000
tt1517451,2018,36000000
tt1517489,2011,27000000
tt1518812,2010,2000000
tt1520498,2012,20000000
tt1521197,2011,30000000
tt1524137,2012,25000000
tt1524930,2015,31000000
tt1528100,2014,140000000
tt1529572,2010,4000000
tt1531663,2010,5000000
tt1532503,2010,3200000
tt1532958,2013,20000000
tt1535108,2013,115000000
tt1535109,2013,55000000
tt1536044,2010,3000000
tt1538403,2013,60000000
tt1540011,2016,5000000
tt1540133,2011,6000000
tt1541995,2011,6000000
tt1542344,2010,18000000
tt1547230,2011,20000000
tt1547234,2012,35000000
tt1549920,2013,45000000
tt1554091,2011,10000000
tt1555064,2010,15000000
tt1559547,2013,60000000
tt1560220,2019,42000000
tt1560985,2012,1000000
tt1562568,2011,2000000
tt1562847,2010,1500000
tt1563738,2011,15000000
tt1563742,2018,12000000
tt1564349,2011,37000000
tt1564367,2011,80000000
tt1564585,2010,10000000
tt1568338,2012,42000000
tt1568346,2011,90000000
tt1568911,2011,66000000
tt1570728,2011,50000000
tt1571234,2018,100000000
tt1578275,2011,70000000
tt1582507,2012,10000000
tt1583420,2011,30000000
tt1583421,2013,130000000
tt1584131,2010,13400000
tt1586265,2012,40000000
tt1586752,2011,30000000
tt1587310,2014,180000000
tt1588173,2013,35000000
tt1591095,2010,1500000
tt1591479,2012,12000000
tt1592525,2012,20000000
tt1596343,2011,125000000
tt1596346,2011,18000000
tt1596350,2012,65000000
tt1596363,2015,28000000
tt1598778,2011,60000000
tt1598822,2011,56000000
tt1598828,2012,40000000
tt1599348,2012,85000000
tt1600195,2011,35000000
tt1600196,2014,12600000
tt1601913,2011,25000000
tt1602620,2012,8900000
tt1604171,2011,8000000
tt1605630,2012,50000000
tt1605782,2011,1500000
tt1605783,2011,17000000
tt1606378,2013,92000000
tt1606389,2012,30000000
tt1611224,2012,69000000
tt1615065,2012,45000000
tt1615147,2011,3500000
tt1615160,2017,35000000
tt1615918,2011,75000000
tt1616195,2011,35000000
tt1617661,2015,176000000
tt1618442,2015,90000000
tt1620935,2016,6000000
tt1620981,2019,24000000
tt1621039,2013,55000000
tt1621045,2012,12000000
tt1622547,2011,28000000
tt1622979,2011,40000000
tt1623205,2013,215000000
tt1623288,2012,60000000
tt1625346,2011,12000000
tt1628841,2016,165000000
tt1629757,2012,20000000
tt1630036,2011,2000000
tt1631867,2014,178000000
tt1632708,2011,35000000
tt1633356,2011,25000000
tt1634106,2020,45000000
tt1634122,2011,45000000
tt1637688,2011,40000000
tt1637706,2011,5000000
tt1637725,2012,50000000
tt1638355,2015,75000000
tt1640484,2011,6600000
tt1645089,2010,2000000
tt1645170,2012,65000000
tt1646971,2014,145000000
tt1646987,2012,150000000
tt1647668,2014,25000000
tt1648190,2017,60000000
tt1650043,2011,21000000
tt1650062,2011,50000000
tt1650554,2013,28000000
tt1653002,2012,5000000
tt1653911,2010,4500000
tt1655442,2011,15000000
tt1657507,2011,40000000
tt1661199,2015,95000000
tt1661382,2013,40000000
tt1663143,2012,14000000
tt1663202,2015,135000000
tt1663662,2013,190000000
tt1666185,2017,40000000
tt1666186,2010,20000000
tt1666801,2015,8500000
tt1667353,2012,85000000
tt1667889,2012,95000000
tt1670345,2013,75000000
tt1673434,2012,120000000
tt1674771,2015,30000000
tt1675192,2011,5000000
tt1677720,2018,175000000
tt1679335,2016,125000000
tt1682180,2013,12000000
tt1684628,2011,1000000
tt1690953,2013,76000000
tt1691917,2013,50000000
tt1694020,2012,40000000
tt1695994,2010,2000000
tt1698641,2014,28000000
tt1699755,2013,15000000
tt1700841,2016,19000000
tt1702439,2013,28000000
tt1702443,2011,13000000
tt1706593,2012,12000000
tt1707386,2012,61000000
tt1711425,2013,13000000
tt1711525,2016,45000000
tt1712170,2012,35000000
tt1714915,2013,7000000
tt1716777,2012,16000000
tt1723121,2013,37000000
tt1727776,2015,15000000
tt1727824,2018,52000000
tt1731141,2013,110000000
tt1731697,2012,1500000
tt1735485,2011,135000
tt1735898,2012,170000000
tt1741273,2015,19500000
tt1742044,2014,40000000
tt1742650,2011,24000000
tt1743720,2011,1800000
tt1748122,2012,16000000
tt1753383,2017,22000000
tt1757806,2010,3000000
tt1758795,2013,1500000
tt1758810,2017,35000000
tt1758830,2012,35000000
tt1762399,2013,80000000
tt1764234,2012,15000000
tt1764651,2012,100000000
tt1772240,2011,5000000
tt1772288,2015,10000000
tt1772341,2012,165000000
tt1778304,2011,5000000
tt1790809,2017,230000000
tt1790864,2014,34000000
tt1790885,2012,40000000
tt1798603,2016,26000000
tt1798684,2015,30000000
tt1798709,2013,23000000
tt1800241,2013,40000000
tt1800246,2014,8000000
tt1800741,2012,33000000
tt1809398,2014,65000000
tt1814621,2013,13000000
tt1815862,2013,130000000
tt1817273,2012,15000000
tt1821549,2013,12000000
tt1821658,2014,42000000
tt1821694,2013,84000000
tt1823664,2014,65000000
tt1823672,2015,49000000
tt1826590,2014,12500000
tt1837703,2013,28000000
tt1837709,2014,60000000
tt1840309,2014,85000000
tt1840417,2012,6000000
tt1843866,2014,170000000
tt1846589,2018,40000000
tt1850457,2015,30000000
tt1853728,2012,100000000
tt1854564,2013,90000000
tt1855199,2012,7000000
tt1855325,2012,65000000
tt1856101,2017,150000000
tt1860213,2016,25000000
tt1860353,2013,135000000
tt1860357,2016,110000000
tt1869425,2012,2000000
tt1872194,2014,50000000
tt1876451,2012,14000000
tt1877832,2014,200000000
tt1878870,2016,9000000
tt1904996,2013,35000000
tt1905041,2013,160000000
tt1907668,2012,31000000
tt1911644,2013,13000000
tt1911658,2014,132000000
tt1915581,2012,7000000
tt1921064,2014,100000000
tt1922612,2011,9000000
tt1922777,2012,3000000
tt1924429,2013,20000000
tt1924435,2014,17000000
tt1929263,2014,12000000
tt1931435,2013,35000000
tt1931533,2012,15000000
tt1935859,2016,110000000
tt1939659,2013,30000000
tt1946502,2019,45000000
tt1950186,2019,97600000
tt1951261,2013,103000000
tt1951264,2013,130000000
tt1951265,2014,125000000
tt1951266,2015,160000000
tt1956620,2014,40000000
tt1959490,2014,125000000
tt1959563,2017,30000000
tt1961175,2017,33000000
tt1964418,2015,190000000
tt1967545,2013,18000000
tt1972591,2017,175000000
tt1972779,2014,26000000
tt1974420,2016,25000000
tt1979320,2013,38000000
tt1979376,2019,200000000
tt1980209,2013,26000000
tt1981115,2013,170000000
tt1981128,2017,120000000
tt1981677,2012,17000000
tt1985949,2016,73000000
tt1985966,2013,78000000
tt1986769,2013,7000000
tt1987680,2017,37500000
tt1995304,2012,750000
tt1999890,2018,5500000
tt2004420,2014,18000000
tt2007993,2011,23000000
tt2011159,2014,13200000
tt2015381,2014,170000000
tt2017020,2013,105000000
tt2023453,2012,22000000
tt2023587,2013,15000000
tt2024432,2013,35000000
tt2024469,2014,50000000
tt2024544,2013,20000000
tt2034139,2013,5000000
tt2034800,2016,150000000
tt2039338,2017,19000000
tt2039393,2014,25000000
tt2052015,2013,600000
tt2058673,2015,105000000
tt2066051,2019,40000000
tt2080374,2015,30000000
tt2083355,2013,17000000
tt2091256,2017,38000000
tt2093269,2012,2750000
tt2094766,2016,125000000
tt2096672,2014,40000000
tt2096673,2015,175000000
tt2097307,2012,2000000
tt2101441,2012,5000000
tt2103254,2014,20000000
tt2103281,2014,170000000
tt2106361,2014,50000000
tt2109184,2012,5000000
tt2109248,2014,210000000
tt2119532,2016,40000000
tt2119543,2018,42000000
tt2120120,2015,88000000
tt2126355,2015,110000000
tt2126357,2018,16000000
tt2139881,2019,40000000
tt2140373,2013,35000000
tt2140379,2015,26000000
tt2140479,2016,44000000
tt2167202,2013,18000000
tt2170439,2014,42000000
tt2172934,2014,28000000
tt2172935,2013,18000000
tt2177771,2014,70000000
tt2179136,2014,58800000
tt2180411,2014,50000000
tt2183034,2014,13000000
tt2184339,2013,3000000
tt2191701,2013,80000000
tt2193215,2013,25000000
tt2199571,2015,50000000
tt2203939,2014,40000000
tt2206498,2012,100000
tt2209764,2014,100000000
tt2215285,2012,20000000
tt2215719,2012,12000000
tt2224026,2015,135000000
tt2226417,2013,5000000
tt2226597,2017,35000000
tt2229499,2013,3000000
tt2231461,2018,120000000
tt2234155,2013,58000000
tt2239822,2017,177200000
tt2239832,2014,24000000
tt2241351,2016,27000000
tt2243537,2013,2500000
tt2245084,2014,165000000
tt2247476,2014,15000000
tt2250912,2017,175000000
tt2262227,2014,50000000
tt2267968,2016,145000000
tt2267998,2014,61000000
tt2268016,2015,14800000
tt2274648,2019,50000000
tt2276023,2013,65000
tt2278388,2014,25000000
tt2279339,2015,17000000
tt2279373,2015,74000000
tt2281587,2014,50000000
tt2283336,2019,110000000
tt2283362,2017,90000000
tt2293640,2015,74000000
tt2294449,2014,50000000
tt2294629,2013,150000000
tt2296777,2018,59000000
tt2302755,2013,70000000
tt2304933,2016,38000000
tt2309260,2015,100000
tt2312718,2013,22000000
tt2316204,2017,97000000
tt2318092,2014,20000000
tt2322441,2015,40000000
tt2334871,2017,42000000
tt2334879,2013,150000000
tt2345737,2014,12000000
tt2345759,2017,125000000
tt2357129,2013,12000000
tt2357291,2014,103000000
tt2358925,2015,35000000
tt2361509,2015,35000000
tt2364841,2013,30000000
tt2364897,2016,15000000
tt2369135,2014,66000000
tt2377322,2014,30000000
tt2379713,2015,245000000
tt2381249,2015,150000000
tt2381941,2015,50100000
tt2381991,2016,115000000
tt2382420,2012,150000
tt2386490,2019,129000000
tt2386502,2014,500000
tt2387433,2013,3500000
tt2387499,2016,40000000
tt2387559,2013,26000000
tt2388715,2013,5000000
tt2395427,2015,250000000
tt2398241,2017,60000000
tt2401878,2015,8000000
tt2403021,2013,5000000
tt2404233,2016,140000000
tt2404311,2013,30000000
tt2404425,2015,11000000
tt2404435,2016,90000000
tt2404463,2013,43000000
tt2406566,2017,30000000
tt2431286,2013,12000000
tt2436386,2015,12000000
tt2446042,2014,48000000
tt2446980,2015,60000000
tt2452042,2015,99000000
tt2452244,2019,31000000
tt2467046,2014,16000000
tt2473510,2015,10000000
tt2473682,2014,5000000
tt2488496,2015,245000000
tt2503944,2015,20000000
tt2510894,2015,80000000
tt2515034,2015,40000000
tt2515086,2013,10000000
tt2527336,2017,317000000
tt2527338,2019,275000000
tt2528814,2014,2000000
tt2531344,2018,21000000
tt2543164,2016,47000000
tt2547584,2016,20000000
tt2554274,2015,55000000
tt2555736,2015,10000000
tt2557478,2018,150000000
tt2557490,2014,40000000
tt2561572,2015,40000000
tt2562232,2014,18000000
tt2567026,2016,170000000
tt2568862,2017,25000000
tt2582496,2015,8000000
tt2582782,2016,12000000
tt2582802,2014,3300000
tt2582846,2014,12000000
tt2584384,2019,14000000
tt2592614,2016,40000000
tt2637276,2015,68000000
tt2637294,2015,14000000
tt2638144,2016,100000000
tt2660888,2016,185000000
tt2671706,2016,24000000
tt2673854,2013,2000
tt2674426,2016,20000000
tt2679042,2015,35000000
tt2692250,2014,127000000
tt2702724,2016,29000000
tt2704998,2018,37000000
tt2709692,2018,75000000
tt2709768,2016,75000000
tt2713180,2014,68000000
tt2717822,2015,70000000
tt2719848,2015,55000000
tt2726560,2015,34000000
tt2752758,2014,7000000
tt2752772,2015,10000000
tt2763304,2017,18000000
tt2771200,2017,160000000
tt2771372,2014,6000000
tt2776878,2017,20000000
tt2788732,2016,65000000
tt2798920,2018,40000000
tt2802144,2014,81000000
tt2820852,2015,190000000
tt2823054,2016,33000000
tt2828996,2014,4000000
tt2848292,2015,29000000
tt2854926,2018,28000000
tt2869728,2016,40000000
tt2872718,2014,8500000
tt2872732,2014,40000000
tt2873282,2018,69000000
tt2883434,2014,9000000
tt2891174,2014,8000000
tt2908446,2015,110000000
tt2911666,2014,20000000
tt2918436,2015,3300000
tt2932536,2017,5300000
tt2935510,2019,90000000
tt2937898,2014,20000000
tt2967224,2015,35000000
tt2975578,2014,9000000
tt2975590,2016,250000000
tt2978462,2014,36000000
tt2980516,2014,15000000
tt2980648,2014,22000000
tt2980706,2014,50000000
tt2994190,2014,1000000
tt3007512,2014,22500000
tt3014666,2014,5000000
tt3040964,2016,175000000
tt3045616,2015,60000000
tt3062096,2016,75000000
tt3063516,2013,15000000
tt3065204,2016,40000000
tt3076658,2015,35000000
tt3079380,2015,65000000
tt3104988,2018,30000000
tt3125324,2014,7000000
tt3152624,2015,35000000
tt3165608,2013,5000000
tt3181822,2015,4000000
tt3183660,2016,180000000
tt3195644,2015,10000000
tt3216348,2016,5000000
tt3224458,2019,25000000
tt3231054,2016,20000000
tt3263904,2016,60000000
tt3276924,2015,8900000
tt3281548,2019,40000000
tt3289724,2018,39000000
tt3300542,2016,60000000
tt3315342,2017,97000000
tt3316948,2015,28000000
tt3316960,2014,5000000
tt3322364,2015,35000000
tt3322940,2014,6500000
tt3332064,2015,150000000
tt3348730,2017,10000000
tt3352390,2016,9900000
tt3369806,2015,20000000
tt3371366,2017,217000000
tt3385516,2016,178000000
tt3387520,2019,25000000
tt3387542,2016,10000000
tt3393786,2016,60000000
tt3397884,2015,30000000
tt3402236,2017,55000000
tt3411444,2017,111000000
tt3416828,2016,105000000
tt3450650,2015,30000000
tt3450958,2017,150000000
tt3460252,2015,44000000
tt3462710,2017,12000000
tt3469046,2017,80000000
tt3470600,2016,75000000
tt3486626,2017,40000000
tt3488710,2015,35000000
tt3495026,2016,15670000
tt3498820,2016,250000000
tt3501632,2017,180000000
tt3513498,2019,99000000
tt3513548,2019,45000000
tt3530002,2015,25000000
tt3531824,2016,19000000
tt3532216,2017,50000000
tt3553442,2016,35000000
tt3564472,2017,19000000
tt3567288,2015,5000000
tt3612126,2020,10000000
tt3614530,2015,5000000
tt3622592,2015,12000000
tt3623726,2015,18000000
tt3631112,2016,45000000
tt3640424,2016,85000000
tt3659388,2015,108000000
tt3682448,2015,40000000
tt3691740,2016,140000000
tt3702088,2017,2500000
tt3707106,2015,10000000
tt3713166,2014,1000000
tt3717252,2016,35000000
tt3717490,2017,100000000
tt3731562,2017,185000000
tt3741700,2019,170000000
tt3741834,2016,12000000
tt3748528,2016,200000000
tt3766354,2018,62000000
tt3774114,2016,40000000
tt3774694,2015,3000000
tt3778644,2018,275000000
tt3783958,2016,30000000
tt3794354,2020,85000000
tt3799694,2016,50000000
tt3829266,2018,88000000
tt3829920,2017,38000000
tt3832914,2015,3000000
tt3850214,2015,7000000
tt3850590,2015,15000000
tt3861390,2019,170000000
tt3862750,2015,12000000
tt3864056,2019,45000000
tt3882082,2016,10000000
tt3890160,2017,34000000
tt3896198,2017,200000000
tt3922818,2017,30000000
tt3949660,2016,135000000
tt4030600,2017,7400000
tt4034228,2016,9000000
tt4046784,2015,61000000
tt4052882,2016,17000000
tt4073790,2018,34000000
tt4094724,2016,10000000
tt4103724,2018,3500000
tt4116284,2017,80000000
tt4123430,2018,200000000
tt4126476,2019,14000000
tt4131800,2017,6500000
tt4136084,2016,29000000
tt4139124,2016,15000000
tt4150494,2015,1100000
tt4154664,2019,160000000
tt4154796,2019,356000000
tt4160708,2016,9900000
tt4172430,2016,50000000
tt4178092,2015,5000000
tt4196450,2016,8500000
tt4196776,2016,120000000
tt4217392,2017,65000000
tt4218572,2018,42000000
tt4244998,2018,51000000
tt4257926,2016,13000000
tt4263482,2015,4000000
tt4270516,2015,600000
tt4276752,2015,37000000
tt4287320,2017,18000000
tt4302938,2016,60000000
tt4337690,2015,5000000
tt4341582,2016,15000000
tt4361050,2016,9000000
tt4364194,2019,6200000
tt4383594,2016,30000000
tt4463894,2019,35000000
tt4465564,2017,55000000
tt4477536,2018,55000000
tt4481414,2017,7000000
tt4481514,2017,40000000
tt4486986,2016,30000000
tt4500922,2018,62000000
tt4501244,2016,38000000
tt4504044,2019,6000000
tt4520364,2016,8000000
tt4520988,2019,150000000
tt4530422,2018,38000000
tt4532826,2018,100000000
tt4537896,2018,29000000
tt4560436,2018,50000000
tt4572514,2016,45000000
tt4573516,2016,250000
tt4575576,2018,75000000
tt4587656,2017,20000000
tt4624424,2016,70000000
tt4630562,2017,250000000
tt4633694,2018,90000000
tt4643580,2015,5300000
tt4648786,2019,17000000
tt4649416,2016,17000000
tt4649466,2017,104000000
tt4651520,2016,20000000
tt4663548,2017,2000000
tt4669186,2016,9900000
tt4682786,2016,36000000
tt4701182,2018,135000000
tt4731136,2016,40000000
tt4761916,2018,1000000
tt4765284,2017,45000000
tt4776998,2016,90000000
tt4777008,2019,185000000
tt4779682,2018,130000000
tt4786282,2016,4900000
tt4799050,2017,20000000
tt4807408,2019,10000000
tt4824302,2016,25000000
tt4832640,2016,13430000
tt4846340,2016,25000000
tt4847546,2016,1200000
tt4877122,2017,50000000
tt4881806,2018,170000000
tt4912910,2018,178000000
tt4913966,2019,9000000
tt4916630,2019,25000000
tt4972582,2016,9000000
tt4975722,2016,4000000
tt4981636,2016,8500000
tt5001718,2017,10000000
tt5013056,2017,100000000
tt5028340,2018,130000000
tt5033998,2019,48000000
tt5052448,2017,4500000
tt5052474,2018,35000000
tt5109784,2017,30000000
tt5113040,2019,80000000
tt5117670,2018,50000000
tt5140878,2017,15000000
tt5164214,2018,70000000
tt5164432,2018,17000000
tt5177088,2018,43000000
tt5208252,2018,24000000
tt5220122,2018,80000000
tt5301662,2017,12000000
tt5308322,2017,4800000
tt5322012,2017,12000000
tt5325452,2016,20000000
tt5360952,2018,35000000
tt5362988,2017,11000000
tt5390504,2017,34000000
tt5439796,2017,29000000
tt5442430,2017,58000000
tt5463162,2018,110000000
tt5503686,2019,20000000
tt5523010,2018,120000000
tt5563334,2019,10000000
tt5580266,2018,23000000
tt5606664,2019,45000000
tt5657846,2017,69000000
tt5664636,2018,35000000
tt5668770,2019,2800000
tt5690360,2018,10000000
tt5697572,2019,95000000
tt5719700,2017,12000000
tt5719748,2019,60000000
tt5721088,2017,22000000
tt5726086,2018,10000000
tt5727208,2019,19000000
tt5734576,2018,7700000
tt5758778,2018,125000000
tt5814060,2018,22000000
tt5814534,2019,100000000
tt5822564,2019,38000000
tt5848272,2018,175000000
tt5884052,2019,150000000
tt5886046,2019,9000000
tt5941692,2019,15000000
tt5956100,2017,20470000
tt6000478,2017,22000000
tt6003368,2017,22000000
tt6095472,2019,65000000
tt6105098,2019,260000000
tt6133466,2018,13000000
tt6139732,2019,183000000
tt6146586,2019,75000000
tt6189022,2019,40000000
tt6217804,2017,25000000
tt6265828,2017,100000
tt6294822,2017,50000000
tt6306064,2018,35000000
tt6320628,2019,160000000
tt6322922,2017,1000000
tt6324278,2019,75000000
tt6343314,2018,50000000
tt6359956,2017,28000000
tt6394270,2019,32000000
tt6398184,2019,13000000
tt6421110,2018,14000000
tt6428676,2019,90000000
tt6450186,2018,7000000
tt6450804,2019,185000000
tt6472976,2019,7000000
tt6495770,2018,19000000
tt6513120,2019,11000000
tt6565702,2019,200000000
tt6574272,2017,2800000
tt6628394,2018,32000000
tt6644200,2018,17000000
tt6663582,2018,40000000
tt6673612,2020,175000000
tt6690310,2017,23000000
tt6722030,2019,8000000
tt6751668,2019,11400000
tt6772950,2018,3500000
tt6781982,2018,29000000
tt6791096,2018,32000000
tt6802308,2018,30000000
tt6803212,2019,5000000
tt6806448,2019,200000000
tt6823368,2019,20000000
tt6850820,2018,25000000
tt6857112,2019,20000000
tt6911608,2018,75000000
tt6921996,2018,25000000
tt6924650,2019,100000000
tt6966692,2018,23000000
tt7026672,2018,4900000
tt7040874,2018,20000000
tt7054636,2019,20000000
tt7083526,2019,14000000
tt7131622,2019,90000000
tt7131870,2017,30100000
tt7137846,2018,6000000
tt7286456,2019,55000000
tt7329656,2019,12000000
tt7343762,2019,20000000
tt7349662,2018,15000000
tt7349950,2019,79000000
tt7388562,2018,5000000
tt7390646,2019,12000000
tt7401588,2018,48000000
tt7424200,2018,10000000
tt7430722,2019,21000000
tt7504726,2020,135000000
tt7510346,2020,14000000
tt7545266,2020,29000000
tt7547410,2019,49000000
tt7551014,2019,49000000
tt7616798,2019,18000000
